# fmn API schema — the AUTHORED layer (fm-vn6, plan §16.2 / §16.1)
#
# API_SCHEMA.tsv is extracted from the pinned Reference and regenerated by
# scripts/gen_api_schema.py; this file is its human-maintained companion and
# is EDITED BY HAND. Keeping them apart is the point: regenerating the
# bootstrap must never silently discard a ruling, and authoring a ruling must
# never require re-deriving 2276 rows of Reference surface.
#
# The effective schema is the two merged. fmn_conformance::schema is the
# reader; every generator consumes the merged form, so a row added here
# changes generated code and fails the drift gate until the code is
# regenerated. That is the mechanism behind "drift between the front doors is
# a build error" (§16.2).
#
# Section-tagged, tab-separated, std-parseable — no TOML/YAML/JSON dependency
# anywhere in the reader (the SUITE.lock doctrine).

[meta]
overlay_version	1
ledger_reviewed_digest	44dff7ad5943d2a58121c5e6d755142996e7e23052a9c2da8cc04add8659a7fc

# ---------------------------------------------------------------------------
# [canonical] — Appendix C ruling C-9: public-surface typos.
#
# "canonical names in the schema; exact-name aliases in fmn-python". The Rust
# front door and the docs use the canonical name and ONLY the canonical name;
# fmn-python binds BOTH, so a source-unedited manim scene calling
# `mob.add_event_listner(...)` keeps working while new code reads correctly.
# The alias is never deprecated away: it is the Reference's public surface and
# the product contract is API compatibility (AGENTS.md "Backwards
# Compatibility" names the manim surface as a standing exception to the
# no-shims rule).
#
# The plan's C-9 row names three examples. The extracted schema shows the real
# extent is 26 symbols and 2 parameters — `listner` is systematic across the
# whole event surface, not a one-off. Every one is listed; the count is the
# point, since a partial rename would be worse than none.
#
# reference_symbol	canonical_name	ruling	note
[canonical]
manimlib.event_handler.event_dispatcher:EventDispatcher.add_listner	add_listener	C-9	-
manimlib.mobject.vector_field:StreamLines.__init__	same	crates/fmn-library/src/fields.rs	crates/fmn-library/src/fields.rs#tests	constructs streamlines from vector field and coordinate system
manimlib.mobject.vector_field:StreamLines.draw_lines	same	crates/fmn-library/src/fields.rs	crates/fmn-library/src/fields.rs#tests	integrates streamlines across sample points
manimlib.mobject.vector_field:StreamLines.get_sample_coords	same	crates/fmn-library/src/fields.rs	crates/fmn-library/src/fields.rs#tests	sample coordinates on coordinate system grid
manimlib.mobject.vector_field:StreamLines.init_style	same	crates/fmn-library/src/fields.rs	crates/fmn-library/src/fields.rs#tests	configures stroke profile and color map
manimlib.mobject.vector_field:StreamLines.point_func	same	crates/fmn-library/src/fields.rs	crates/fmn-library/src/fields.rs#tests	integrates field trajectory from start point
manimlib.mobject.vector_field:TimeVaryingVectorField	tiered	OOT-MATPLOTLIB-COLORMAPS	crates/fmn-python/tests/bridge.py	is the authored VectorField subclass whose ordered Python dt updaters advance time then rebuild native arrow geometry
manimlib.mobject.vector_field:TimeVaryingVectorField.__init__	tiered	OOT-MATPLOTLIB-COLORMAPS	crates/fmn-python/tests/bridge.py	preserves time-function metadata initial time callback failures native field styling and stateful scene advancement on the bundled or callable color-map tier
manimlib.mobject.vector_field:TimeVaryingVectorField.increment_time	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	adds dt to the public time value and preserves the Reference None return
manimlib.mobject.vector_field:VectorField	tiered	OOT-MATPLOTLIB-COLORMAPS	crates/fmn-python/tests/bridge.py	is the authored VMobject backed by Atlas arrow geometry fmn-dmath tanh normalization and live RecordBuffer stroke columns
manimlib.mobject.vector_field:VectorField.__init__	tiered	OOT-MATPLOTLIB-COLORMAPS	crates/fmn-python/tests/bridge.py	preserves two- and three-dimensional callback coordinates native sampling styles callback maps and opacity functions while precisely refusing unavailable named matplotlib tables
manimlib.mobject.vector_field:VectorField.get_sample_points	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	routes the rectilinear truncation and cartesian-product helper through Atlas with the governed sampling budget
manimlib.mobject.vector_field:VectorField.init_base_stroke_width_array	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	builds the exact eight-record shaft and arrow-tip width profile for every sample
manimlib.mobject.vector_field:VectorField.init_points	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	installs the exact zeroed eight-record-per-arrow shared path and native no-joint uniform
manimlib.mobject.vector_field:VectorField.set_sample_coords	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	replaces callback coordinates fluently without implicitly remapping the separately updated sample points
manimlib.mobject.vector_field:VectorField.set_stroke	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	delegates color opacity and uniforms while preserving the field-specific tapered width profile
manimlib.mobject.vector_field:VectorField.set_stroke_width	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	scales the exact native shaft and tip profile and retains the fluent field result
manimlib.mobject.vector_field:VectorField.update_sample_points	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	maps the retained coordinate rows through the live coordinate system and preserves the Reference None return
manimlib.mobject.vector_field:VectorField.update_vectors	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	evaluates the vectorized callback then atomically refreshes Atlas points widths and configured color or opacity callback lanes while preserving fixed style when those callbacks are disabled
manimlib.mobject.vector_field:get_rgb_gradient_function	tiered	OOT-MATPLOTLIB-COLORMAPS	crates/fmn-python/tests/bridge.py	returns the scalar wrapper over native bundled 3b1b colormap interpolation and precisely refuses unavailable named tables
manimlib.mobject.vector_field:get_sample_coords	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	returns the exact dimension-preserving coordinate cartesian product under the governed sample budget
manimlib.mobject.vector_field:get_vectorized_rgb_gradient_function	tiered	OOT-MATPLOTLIB-COLORMAPS	crates/fmn-python/tests/bridge.py	returns native RGB interpolation over the bundled 3b1b anchors and precisely refuses unavailable named tables
manimlib.mobject.vector_field:move_along_vector_field	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	adds the center-sampled dt updater and returns the original mobject
manimlib.mobject.vector_field:move_points_along_vector_field	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	adds the coordinate-system pointwise dt updater over the live native point transform
manimlib.mobject.vector_field:move_submobjects_along_vector_field	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	adds the frame-bounded child-center dt updater in stable family order
manimlib.mobject.vector_field:ode_solution_points	same	crates/fmn-library/src/fields.rs	crates/fmn-library/src/fields.rs#tests	integrates ODE solution points using fsci-integrate RK45
manimlib.mobject.vector_field:solve_ivp	excluded	OOT-LEAKED-SCIPY-IMPORT	crates/fmn-library/src/fields.rs	scipy solve_ivp is replaced by sovereign fsci-integrate RK45 integrator
manimlib.mobject.vector_field:vectorize	same	scripts/manim_ref/manimlib/mobject/vector_field.py	crates/fmn-python/tests/bridge.py	lifts a pointwise positional callback into the exact row-wise NumPy field callable
manimlib.scene.interactive_scene:ALL_MODIFIERS	same	scripts/manim_ref/manimlib/scene/interactive_scene.py	crates/fmn-python/tests/bridge.py	binds the pinned modifier set for selection gestures
manimlib.scene.interactive_scene:ARROW_SYMBOLS	same	scripts/manim_ref/manimlib/scene/interactive_scene.py	crates/fmn-python/tests/bridge.py	binds the published pyglet arrow key integers as the panning vocabulary
manimlib.scene.interactive_scene:COLOR_KEY	same	scripts/manim_ref/manimlib/scene/interactive_scene.py	crates/fmn-python/tests/bridge.py	binds the pinned color key constant
manimlib.scene.interactive_scene:CURSOR_KEY	same	scripts/manim_ref/manimlib/scene/interactive_scene.py	crates/fmn-python/tests/bridge.py	binds the pinned cursor key constant
manimlib.scene.interactive_scene:GRAB_KEY	same	scripts/manim_ref/manimlib/scene/interactive_scene.py	crates/fmn-python/tests/bridge.py	binds the pinned grab key constant
manimlib.scene.scene:EndScene	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	is the control-flow exception the end-at animation gate raises through the portal
manimlib.scene.scene:ExitStack	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	binds contextlib ExitStack under the module namespace exactly as the Reference leaks it
manimlib.scene.scene:OrderedDict	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	binds collections OrderedDict under the module namespace exactly as the Reference leaks it
manimlib.scene.scene:ProgressDisplay	tiered	OOT-SCENE-PROGRESS-DISPLAY	crates/fmn-python/tests/bridge.py	keeps decoration iteration and context protocol live headlessly while rendered bars await the Studio host surface
manimlib.scene.scene:Scene	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	is the authored headless scene over the native stage with deterministic seeded randomness by default
manimlib.scene.scene:Scene.__init__	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	seeds both random modules applies constructor overrides and builds frame pointer state and stacks without a host window
manimlib.scene.scene:Scene.add	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	extends the live root list and registers every added family member in the id registry
manimlib.scene.scene:Scene.add_mobjects_among	same	docs/RENDER_ORDER.md	crates/fmn-python/tests/bridge.py	filters one arbitrary iterable to Mobjects before routing the complete batch through native stable add
manimlib.scene.scene:Scene.add_sound	improved	BN-14	crates/fmn-python/tests/bridge.py	queues the exact rational-time request through the public portal; Reel owns sample-grid placement
manimlib.scene.scene:Scene.begin_animations	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	starts every animation and adopts families whose animation mobject is not already on the scene
manimlib.scene.scene:Scene.bring_to_back	same	docs/RENDER_ORDER.md	crates/fmn-python/tests/bridge.py	prepends the complete argument batch through the native draw list without a z-sort
manimlib.scene.scene:Scene.bring_to_front	same	docs/RENDER_ORDER.md	crates/fmn-python/tests/bridge.py	re-adds the complete argument batch through the native stable z-order operation
manimlib.scene.scene:Scene.clear	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	drops all live roots so restore paths can rebuild exact membership
manimlib.scene.scene:Scene.construct	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	is the callable no-op default hook subclasses override
manimlib.scene.scene:Scene.default_camera_config	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	exposes the empty camera configuration dictionary as a class attribute
manimlib.scene.scene:Scene.default_file_writer_config	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	exposes the empty file writer configuration dictionary as a class attribute
manimlib.scene.scene:Scene.drag_to_pan	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	defaults drag-to-pan on per instance with constructor override
manimlib.scene.scene:Scene.embed	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	returns silently headless and refuses toward the Studio-owned host window otherwise
manimlib.scene.scene:Scene.emit_frame	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	stays silent while skipping and otherwise names the native encoder capability refusal
manimlib.scene.scene:Scene.finish_animations	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	ends each played animation through the native scene core after the segment
manimlib.scene.scene:Scene.focus	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	focuses the bound window and tolerates headless absence
manimlib.scene.scene:Scene.force_skipping	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	remembers the prior flag forces skipping on and preserves the fluent receiver
manimlib.scene.scene:Scene.get_animation_time_progression	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	builds the fps frame grid over the max animation run time
manimlib.scene.scene:Scene.get_group	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	returns a VGroup for all-VMobject inputs and Group once point clouds join
manimlib.scene.scene:Scene.get_image	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	refuses toward native Lumen capture naming run and render as the PNG path
manimlib.scene.scene:Scene.get_mobject_copies	same	docs/g0/G0-5-python-ext-ratification.md	crates/fmn-python/tests/bridge.py	returns one independent native family copy for every current top-level placement
manimlib.scene.scene:Scene.get_mobject_family_members	same	docs/RENDER_ORDER.md	crates/fmn-python/tests/bridge.py	flattens each live top-level placement's public family without changing scene membership
manimlib.scene.scene:Scene.get_mobjects	same	docs/RENDER_ORDER.md	crates/fmn-python/tests/bridge.py	returns a fresh identity-preserving snapshot of the native top-level draw list
manimlib.scene.scene:Scene.get_run_time	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	takes the maximum run time across the played animations
manimlib.scene.scene:Scene.get_time	improved	BN-02	crates/fmn-python/tests/bridge.py	exposes the native drift-free rational frame clock through the familiar float result
manimlib.scene.scene:Scene.get_time_progression	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	steps one frame at a time at camera fps or collapses to a single tick while skipping
manimlib.scene.scene:Scene.get_top_level_mobjects	same	docs/RENDER_ORDER.md	crates/fmn-python/tests/bridge.py	keeps only placements appearing in exactly one current family, including duplicate-placement elimination
manimlib.scene.scene:Scene.get_wait_time_progression	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	grids the wait duration for the waiting label
manimlib.scene.scene:Scene.get_window	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	returns the bound host window or None headlessly
manimlib.scene.scene:Scene.hold_loop	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	refuses presenter holds without a host window and arms the latch otherwise
manimlib.scene.scene:Scene.i2g	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	resolves ids to a group skipping unknown keys
manimlib.scene.scene:Scene.i2m	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	resolves one registered id to its live mobject
manimlib.scene.scene:Scene.id_to_mobject	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	returns the registered member for an identity key or None
manimlib.scene.scene:Scene.ids_to_group	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	groups every resolved id through get_group semantics
manimlib.scene.scene:Scene.increment_time	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	advances the engine clock by the float delta
manimlib.scene.scene:Scene.interact	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	returns silently headless and names the Studio window refusal when bound
manimlib.scene.scene:Scene.is_window_closing	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	reports the quit-interaction flag or the bound window closing state
manimlib.scene.scene:Scene.max_num_saved_states	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	evicts the oldest checkpoint beyond the configured history cap
manimlib.scene.scene:Scene.on_close	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	is the no-op close hook without a host window
manimlib.scene.scene:Scene.on_key_press	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	wires ctrl-z undo ctrl-shift-z redo past the Reference ordering bug quit chords space hold clearing and early-exits invalid symbols
manimlib.scene.scene:Scene.on_key_release	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	dispatches the release event through the host-free event seam
manimlib.scene.scene:Scene.on_mouse_drag	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	tracks the drag point and pans the frame by the negative delta when drag-to-pan is on
manimlib.scene.scene:Scene.on_mouse_motion	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	moves the live hover point before dispatching the event seam
manimlib.scene.scene:Scene.on_mouse_press	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	seats the drag point then dispatches press events headlessly
manimlib.scene.scene:Scene.on_mouse_release	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	dispatches release events through the host-free event seam
manimlib.scene.scene:Scene.on_mouse_scroll	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	dispatches scroll offsets through the host-free event seam
manimlib.scene.scene:Scene.on_resize	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	resets the camera pixel shape to the new size
manimlib.scene.scene:Scene.on_show	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	is the no-op show hook without a host window
manimlib.scene.scene:Scene.pan_sensitivity	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	defaults to one half with live constructor override
manimlib.scene.scene:Scene.play	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	returns immediately without protos and otherwise drives the six-step contract through Choreo
manimlib.scene.scene:Scene.point_to_mobject	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	scans the search set back to front for containment within the buffer
manimlib.scene.scene:Scene.post_play	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	ends writer segments previews skipped frames when enabled and increments num_plays
manimlib.scene.scene:Scene.pre_play	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	gates presenter holds updates skipping status and begins writer segments when live
manimlib.scene.scene:Scene.progress_through_animations	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	marches the frame grid updating interpolating and emitting per tick with encoder emission gated on the writer
manimlib.scene.scene:Scene.random_seed	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	honors the constructor seed seeding both random modules deterministically
manimlib.scene.scene:Scene.remove	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	drops members from the live root list through the native scene core
manimlib.scene.scene:Scene.remove_all_except	same	docs/RENDER_ORDER.md	crates/fmn-python/tests/bridge.py	resets the complete draw list through the ordinary stable native add operation
manimlib.scene.scene:Scene.replace	same	docs/RENDER_ORDER.md	crates/fmn-python/tests/bridge.py	splices replacements into an exact top-level member slot and leaves absent sources untouched
manimlib.scene.scene:Scene.restore_state	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	rewinds captured members through the checkpoint while refusing non-state arguments
manimlib.scene.scene:Scene.revert_to_original_skipping_status	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	restores the remembered skipping flag and keeps the fluent receiver
manimlib.scene.scene:Scene.samples	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	defaults sample count zero on the base scene class
manimlib.scene.scene:Scene.save_state	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	pushes a fresh checkpoint onto the undo stack under the cap returning self
manimlib.scene.scene:Scene.scroll_sensitivity	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	defaults to twenty with live constructor override
manimlib.scene.scene:Scene.set_background_color	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	writes the resolved rgba list onto the live camera background
manimlib.scene.scene:Scene.set_floor_plane	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	switches euler axis conventions between xy and xz refusing other planes
manimlib.scene.scene:Scene.setup	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	is the callable no-op default setup hook
manimlib.scene.scene:Scene.should_update_mobjects	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	reports true exactly when updaters or the always-update set are live
manimlib.scene.scene:Scene.show	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	forces a draw then refuses toward a host image viewer
manimlib.scene.scene:Scene.stop_skipping	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	marks the virtual animation start time and turns skipping off
manimlib.scene.scene:Scene.tear_down	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	is the callable no-op default teardown hook
manimlib.scene.scene:Scene.temp_config_change	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	composes skip record and progress-bar contexts into one exit stack restoring everything on exit
manimlib.scene.scene:Scene.temp_progress_bar	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	enables animation progress for the block and restores the prior flag
manimlib.scene.scene:Scene.temp_record	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	refuses naming the native encoder as the recording owner
manimlib.scene.scene:Scene.temp_skip	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	forces skipping for the block and restores the prior flag either way
manimlib.scene.scene:Scene.undo	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	no-ops on an empty stack otherwise rewinds the popped checkpoint onto the redo stack
manimlib.scene.scene:Scene.update_frame	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	advances time and mobjects silently under skipping while windowed capture refuses toward Studio
manimlib.scene.scene:Scene.update_mobjects	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	dispatches the float dt to every live updater holder
manimlib.scene.scene:Scene.update_skipping_status	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	stops skipping at the start gate and raises EndScene at the end gate
manimlib.scene.scene:Scene.wait	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	defaults duration validates callable stop conditions refuses unrouted kwargs and delegates to the native wait
manimlib.scene.scene:Scene.wait_until	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	delegates to wait with the max-time budget and stop condition
manimlib.scene.scene:SceneState	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	is the authored checkpoint identity over Proscenium canonical native state
manimlib.scene.scene:SceneState.__init__	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	copies changed members reuses identical ones from the previous stack entry and snapshots bytes
manimlib.scene.scene:SceneState.mobjects_match	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	compares capture dictionaries refusing non-state arguments
manimlib.scene.scene:SceneState.n_changes	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	counts members whose captures differ between two states
manimlib.scene.scene:SceneState.restore_scene	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	rewinds same-scene checkpoints byte-faithfully preserving later-added live members
manimlib.scene.scene:ThreeDScene	same	scripts/manim_ref/manimlib/scene/three_d_scene.py	crates/fmn-python/tests/bridge.py	is the authored three-d subclass with reoriented default frame and depth-tested adds
manimlib.scene.scene:ThreeDScene.add	same	scripts/manim_ref/manimlib/scene/three_d_scene.py	crates/fmn-python/tests/bridge.py	applies depth tests and flattens strokes on VMobject adds per the Reference flags
manimlib.scene.scene:ThreeDScene.always_depth_test	same	scripts/manim_ref/manimlib/scene/three_d_scene.py	crates/fmn-python/tests/bridge.py	is the True class flag gating add-time depth application
manimlib.scene.scene:ThreeDScene.default_frame_orientation	same	scripts/manim_ref/manimlib/scene/three_d_scene.py	crates/fmn-python/tests/bridge.py	pins the minus-thirty seventy degree orientation tuple applied at construction
manimlib.scene.scene:ThreeDScene.samples	same	scripts/manim_ref/manimlib/scene/three_d_scene.py	crates/fmn-python/tests/bridge.py	raises sample count to four on the three-d class
manimlib.scene.scene:platform	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	binds the platform module under the module namespace exactly as the Reference leaks it
manimlib.scene.scene:time	same	scripts/manim_ref/manimlib/scene/scene.py	crates/fmn-python/tests/bridge.py	binds the time module under the module namespace exactly as the Reference leaks it
manimlib.scene.scene_file_writer:SceneFileWriter	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	is the authored write-surface constructor recording scene and encode knobs without mkdir or ffmpeg
manimlib.scene.scene_file_writer:SceneFileWriter.__init__	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	validates the scene subject records every encode knob and resolves initial image and movie paths
manimlib.scene.scene_file_writer:SceneFileWriter.add_audio_segment	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses toward the Reel audio boundary while Scene.add_sound records natively
manimlib.scene.scene_file_writer:SceneFileWriter.add_sound	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses toward the Reel audio boundary naming the native scene recorder
manimlib.scene.scene_file_writer:SceneFileWriter.add_sound_to_video	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses toward the negotiated ffmpeg mux that owns the soundtrack
manimlib.scene.scene_file_writer:SceneFileWriter.begin	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	stays silent when not writing movies and refuses the python pipe by name when writing
manimlib.scene.scene_file_writer:SceneFileWriter.begin_animation	tiered	OOT-PARTIAL-MOVIE-PIPES	crates/fmn-python/tests/bridge.py	keeps the disabled branch the exact silent no-op and names the native Reel segmentation capability for subdivide_output mode
manimlib.scene.scene_file_writer:SceneFileWriter.begin_insert	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses partial inserts toward native segmentation per the out-of-tier pipe decision
manimlib.scene.scene_file_writer:SceneFileWriter.close_movie_pipe	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses naming native PNG y4m output or the fmn CLI as the encode owners
manimlib.scene.scene_file_writer:SceneFileWriter.create_audio_segment	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	tracks audio intent without importing the refused pydub dependency
manimlib.scene.scene_file_writer:SceneFileWriter.end_animation	tiered	OOT-PARTIAL-MOVIE-PIPES	crates/fmn-python/tests/bridge.py	mirrors begin_animation refusing the Python-side pipe close the sovereign pipeline owns
manimlib.scene.scene_file_writer:SceneFileWriter.end_insert	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses partial insert completion toward native segmentation per the out-of-tier pipe decision
manimlib.scene.scene_file_writer:SceneFileWriter.finish	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	mirrors begin with soundtrack mux reveal message and final-image tails each keeping its named owner
manimlib.scene.scene_file_writer:SceneFileWriter.get_image_file_path	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	appends the png suffix to the output rootname
manimlib.scene.scene_file_writer:SceneFileWriter.get_insert_file_path	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	per-index insert paths beside the rootname with normalized extension
manimlib.scene.scene_file_writer:SceneFileWriter.get_movie_file_path	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	appends the dot-normalized movie extension to the output rootname
manimlib.scene.scene_file_writer:SceneFileWriter.get_next_partial_movie_path	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	nests partial movie files under the scene name keyed by zero padded play count
